product_name,brand,sub_category,price,rating,review_count,image_url,source,source_url
프리터 오버핏 셔츠 그레이,FRITUR,긴소매셔츠,178200,10,,https://kream-phinf.pstatic.net/MjAyNjAyMTNfMzMg/MDAxNzcwOTUzMzQwOTQ2.QFDoi5R4zWN23Sl5t8PkLyRtU_VLbEyUil-EBAD66oEg.gciGXmFImlAM1uElEXKMSbfORa_LhBjuWAq0TrxL_hsg.PNG/p_d98a2450ab0b4f06a72269926cd5b757.png?cors=w_production_301775,KREAM,https://kream.co.kr/products/788472
시리즈 다잉 스트라이프 조직감 셔츠 차콜,SERIES,긴소매셔츠,219000,0,,https://kream-phinf.pstatic.net/MjAyNjAyMDZfMjA0/MDAxNzcwMzU1NzMzMzU0.ozHKCS_rK4HBMk8qJAqGuHl5c-vSSommsvmD43h7FDwg.zEGkisqvJE9qt7aRUNy6wIx4wuAh6DcA1_r_mv-UoVEg.PNG/p_e144823666a24c2b884a791da563c7a7.png?cors=w_production_301775,KREAM,https://kream.co.kr/products/786888
시리즈 레이온 다잉 셔츠 차콜,SERIES,긴소매셔츠,199000,0,,https://kream-phinf.pstatic.net/MjAyNjAyMDZfNjYg/MDAxNzcwMzU1NzIwNzk2.efnMPe5bLFQgg8ospLN7gbEAyraUfRY_ByCJq5RObbwg._xAXPq38TCoFdDzNfWlWegC9g9OVw2_yreo4qEsSccog.PNG/p_72ea8fb1019d48d087a5380ceced7d13.png?cors=w_production_301775,KREAM,https://kream.co.kr/products/786886
시리즈 연청 데님 셔츠 라이트 블루,SERIES,긴소매셔츠,199000,0,,https://kream-phinf.pstatic.net/MjAyNjAyMDZfODEg/MDAxNzcwMzU1Njc0Njc0.hevpaMmw6h7TjAmtbGZJQsHcEX_6w17w1v7lSdPh7csg.EzWrQXxKM8OfO_vvXGqArLaCag8DsT0xsGzNOMLQahMg.PNG/p_13b055d72b5e4c279279aac0db891504.png?cors=w_production_301775,KREAM,https://kream.co.kr/products/786884
러프넥 프릴 시어 셔츠 블랙,Roughneck,긴소매셔츠,112000,0,1.0,https://kream-phinf.pstatic.net/MjAyNjAyMDZfNTAg/MDAxNzcwMzU3MzA4OTgy.IWjqKu9XvnPNVchHciDGaOKdEejD5J_N7f3B-5viLvMg.M0RnqaQ2IOZlaRj1dD2C3Glq17UwtaxUBN8uytMmUkMg.PNG/p_ee166c02bf274d64a3d24da9cc53cfe1.png?cors=w_production_301775,KREAM,https://kream.co.kr/products/786802
러프넥 프릴 시어 셔츠 레드,Roughneck,긴소매셔츠,112000,0,,https://kream-phinf.pstatic.net/MjAyNjAyMDZfNDgg/MDAxNzcwMzU3MzM0NTE0.pcG0hlgu9l8w8N2_gNh8AR_Y_PXc6G6cbSv-S3cNBo0g.H6BmxmW31cSakKm_03bX1wvoJ2Hv7d-2C3Khs1rluHIg.PNG/p_ec6959a18d8744939eae34924ae07f18.png?cors=w_production_301775,KREAM,https://kream.co.kr/products/786800
티엔지티 오버사이즈 체크 셔츠 애쉬브라운,TNGT,긴소매셔츠,71200,20,,https://kream-phinf.pstatic.net/MjAyNjAyMDZfMTI5/MDAxNzcwMzQ0MTgwNTU2.oH11ChGURIjkvmT3PA30LNAqUqgwAbkPAyksvxj9-ucg.6V1x7eYZxA5JPdfHBWqvC3OvhBdiDGVdd0rfwqN5D-8g.PNG/p_19c951bcbfa0441c9d2bf1350f5bae9e.png?cors=w_production_301775,KREAM,https://kream.co.kr/products/786634
티엔지티 컴포트 라인 셔츠 베이지,TNGT,긴소매셔츠,73400,7,,https://kream-phinf.pstatic.net/MjAyNjAyMDZfMjQ2/MDAxNzcwMzQ0MTYxNTk2.kknvEvSPoj0u9Ws7CnZkQtRtQ8rDIRseLjb_oH_hZqUg.kuoZQuRk84oJ5G9ovxDQc6Obx4yXtfijOM-NTHVXNwYg.PNG/p_7bc2b4da80d445c0beaea3e07e5ffe19.png?cors=w_production_301775,KREAM,https://kream.co.kr/products/786631
티엔지티 컴포트 라인 셔츠 다크그레이,TNGT,긴소매셔츠,73400,7,,https://kream-phinf.pstatic.net/MjAyNjAyMDZfMTIy/MDAxNzcwMzQ0MTU0ODQw.qXxwOsBBPkajcmA4hQDxbMsIsfvpg5KqC8PlsGoPy0kg.SToserzBN3Ep4vwgPo-mgYUeMWiaOhTGsGiHHDngbbwg.PNG/p_1c0b39ee31774262b431b7b5daef4ddf.png?cors=w_production_301775,KREAM,https://kream.co.kr/products/786630
티엔지티 빈티지 시어서커 체크 셔츠 블루,TNGT,긴소매셔츠,82700,7,,https://kream-phinf.pstatic.net/MjAyNjAyMDZfMjIw/MDAxNzcwMzQ0MTM2MTE1.Id6w92ZlZMi64a-h55_kQPnz47rzIglSG9n0Opz4qzkg.nN9ctGTZ7-vKiImvKRkBkU1YMNIHkI-paOfLDPWT-EMg.PNG/p_5c293e75e77846f7adca2a75800f27cf.png?cors=w_production_301775,KREAM,https://kream.co.kr/products/786627
티엔지티 오버사이즈 체크 셔츠 올리브그레이,TNGT,긴소매셔츠,71200,20,,https://kream-phinf.pstatic.net/MjAyNjAyMDZfMTM3/MDAxNzcwMzQ0MTMwODQx.12xEQ9uIwpp4pDkMD98YhZoX_DA8rs7wf5QCC961beYg.cqALz_QrGIeR6NlSBWvfEfeyP-FQBnqHElaLflhNZSwg.PNG/p_46fa76a9c5b54bab9568f4aafcb3d8ad.png?cors=w_production_301775,KREAM,https://kream.co.kr/products/786626
티엔지티 빈티지 시어서커 체크 셔츠 레드,TNGT,긴소매셔츠,82700,7,,https://kream-phinf.pstatic.net/MjAyNjAyMDZfMjk5/MDAxNzcwMzQ0MTI1MzM2.AQ6GCgQT5Fvnk_Q2WaESJkHwTPfAzCav3gqWE-iuQJ4g.fv-qH6OAJPD-569lknPs0e9hPYf3COvkYwrCJAJNfF4g.PNG/p_3e3579a8677e4d23941e71148bfa70b7.png?cors=w_production_301775,KREAM,https://kream.co.kr/products/786625
티엔지티 오피스 드레스 셔츠 화이트,TNGT,긴소매셔츠,53100,10,,https://kream-phinf.pstatic.net/MjAyNjAyMDZfMjg0/MDAxNzcwMzQzOTg5ODY3.ClwkFSFZwZ5dlkXURxJtk_pnnUvgcb8nduxwTcBHEjEg.b0baW0CbMHxNmFAF_fM0XdYFjY3ZfRgVd4q2IuDLXdAg.PNG/p_25aa97e5d3a5469eaceb2c8c7177031e.png?cors=w_production_301775,KREAM,https://kream.co.kr/products/786601
티엔지티 오피스 드레스 셔츠 블루,TNGT,긴소매셔츠,53100,10,,https://kream-phinf.pstatic.net/MjAyNjAyMDZfMzMg/MDAxNzcwMzQzOTYwMzcx.wnSDuElxNCbhPNfpKglulAMTW136PqeUI9eziJtCUXEg.hT0VHz5DXZG58q6uJu4wcKln5kioVtI5s3H2ZVxyrpMg.PNG/p_fd1b3bb0ff7e47219bf6a2ad04b0a0e2.png?cors=w_production_301775,KREAM,https://kream.co.kr/products/786585
티엔지티 키노시타 시어서커 스트라이프 셔츠 브라운,TNGT,긴소매셔츠,84500,5,,https://kream-phinf.pstatic.net/MjAyNjAyMDZfMTAg/MDAxNzcwMzQzOTU0MzY5.nOaeJBit9n8Z25QxfJ9J2PxmlqRUsubw4jztjonJHKMg.eWD-9r0GkMeP31yQCWwB5rqpttqV1NTA5bNFIwLm1v4g.PNG/p_edda37a274a340c691de51bebc43f705.png?cors=w_production_301775,KREAM,https://kream.co.kr/products/786584
티엔지티 키노시타 시어서커 스트라이프 셔츠 블루,TNGT,긴소매셔츠,84500,5,,https://kream-phinf.pstatic.net/MjAyNjAyMDZfMTY4/MDAxNzcwMzQzOTQ4NDQy.fkVIHSSV-Of2es_IuTIgb8CswLFU6yXz_C62krxlv6wg.dfjwyuM3a3z69ZHkKPQkQdBi2cLSbK3h_uSmegF5X74g.PNG/p_69cdce3ff72f42a781ab59ffc765f84b.png?cors=w_production_301775,KREAM,https://kream.co.kr/products/786583
스웨이드 크롭 체크 셔츠 브라운,Suade,긴소매셔츠,53100,10,1.0,https://kream-phinf.pstatic.net/MjAyNjAyMDZfMzkg/MDAxNzcwMzM4NDI0NTMw.MxcVlwHQ4oepJe3AauDdXzgcFaBiUbQy_A8hHsbRJ3Yg.5CFNoiDaqqlJ1ei4teUCHx8g2cvBtg8ty1DyXHsGXJIg.PNG/p_b070e63270e44fc9a0737d857f61819d.png?cors=w_production_301775,KREAM,https://kream.co.kr/products/786405
[더블적립]파프롬왓 파 플래널 셔츠 06,Farfromwhat,긴소매셔츠,212000,0,5.0,https://kream-phinf.pstatic.net/MjAyNjAyMDVfMTE4/MDAxNzcwMjgxMTc1NDg2.BZidl6fRQdTxioM7_Ls4vnxu7RkkYumEnXzd2VKr5bcg.M4_v_LK4hWrEImQf7e0ec39HUYb_cQ9Go5XDEfqiycEg.PNG/p_341c3817f1ae455697448ae3381eb8ae.png?cors=w_production_301775,KREAM,https://kream.co.kr/products/785982
지오송지오 컬렉션 레이어드 크롭 셔츠 블랙 BI2SH211BK,ZIOSONGZIO,긴소매셔츠,369000,0,,https://kream-phinf.pstatic.net/MjAyNjAyMDVfMTg3/MDAxNzcwMjU5MjA5NDUy.OuSA4dPKieFjuazHPm_UnMGhurBVNrWgDx4ezg6iMPcg.Q0iMsCdGKFL0jwzcDVBKsr6MXT5Ve3KISIlXvhG1R40g.PNG/p_b251985de30344b88690a3bfc4c656d6.png?cors=w_production_301775,KREAM,https://kream.co.kr/products/785011
지오송지오 컬렉션 레이어드 크롭 셔츠 화이트 BI2SH212WH,ZIOSONGZIO,긴소매셔츠,369000,0,,https://kream-phinf.pstatic.net/MjAyNjAyMDVfMTkz/MDAxNzcwMjU5MjA0Njgx.9aqY-5nQjjxQzHAa1Kh2qBnhwted4ElMZwBnCA9lZJAg.3xyPbqHHR42ww_1gQbQGuYhinhMpY-Dkz5sOddnt9ogg.PNG/p_eca8c6e9e26f40c493127158c532a022.png?cors=w_production_301775,KREAM,https://kream.co.kr/products/785010
지오송지오 컬렉션 라울뒤피 아트워크 어시메트릭 스트라이프 셔츠 블랙 BI2SH213BK,ZIOSONGZIO,긴소매셔츠,349000,0,,https://kream-phinf.pstatic.net/MjAyNjAyMDVfMjcx/MDAxNzcwMjU5MTk5ODEw.ydwCSlr7w451wtJZ3lMsNTQJ2oXUYpfyibExVHqukxEg.fmSlHxDnfRtp9DIdNaH1f6xxOuN3CfWuDkESu7wcR8wg.PNG/p_d4871112969942b485ce54353d9c63b6.png?cors=w_production_301775,KREAM,https://kream.co.kr/products/785009
지오송지오 컬렉션 라울뒤피 아트워크 어시메트릭 스트라이프 셔츠 블루 BI2SH214BL,ZIOSONGZIO,긴소매셔츠,349000,0,,https://kream-phinf.pstatic.net/MjAyNjAyMDVfMjU4/MDAxNzcwMjU5MTk0OTY1.fHcALLnAllQdc13Ujxa1Z5OpV8vck7ITiSW6Yet34icg.wwlvGIGv4pKZjSS5jeJXAI53lSbVciXPrj-1gfG_3Osg.PNG/p_08d824635de54b0c9b82dafbfd65070d.png?cors=w_production_301775,KREAM,https://kream.co.kr/products/785008
지오송지오 컬렉션 라울뒤피 아트워크 어시메트릭 셔츠 화이트 BI2SH215WH,ZIOSONGZIO,긴소매셔츠,349000,0,,https://kream-phinf.pstatic.net/MjAyNjAyMDVfMjY1/MDAxNzcwMjU5MTg5OTE5.D8x9nKr5rylSNpBv-d9LFG1VftG8PPP6aVWK2KwMQYEg.RH1J155geZ99euWh-XtDHQ1eveNhyS-IwzlT4xkqL34g.PNG/p_57d616d38cdb4868a92c99359e00747f.png?cors=w_production_301775,KREAM,https://kream.co.kr/products/785007
버버리 8014037 화이트 코튼 자수 디테일 여성 셔츠 자켓aa60281,Burberry Vintage,긴소매셔츠,443000,0,,https://kream-phinf.pstatic.net/MjAyNjAyMDVfMTA1/MDAxNzcwMjU2OTU2NzI2.H6gYEia9BkGeYJEtjSjwx3_Bqu8DfOw2pgubhe_HXeAg.6Eu9xpM2XW-Ma-M7Nk-eEhBAkM-TgBOWGNjKY2A44PYg.PNG/p_d8343a1aa62f4ba799527a5129961555.png?cors=w_production_301775,KREAM,https://kream.co.kr/products/784915
프라다 P446F 화이트 포플린 밴딩 로고 크롭 스트레치 여성 셔츠aa59725,Prada Vintage,긴소매셔츠,618000,0,,https://kream-phinf.pstatic.net/MjAyNjAyMDVfMTkg/MDAxNzcwMjU2ODE0NjQ0.MrAYSrYR2VqBmRX1cC_BgglSWu0yIXFVnC8U9lEOjRMg.rlCiORQ4b-EDlf7T_wHvCuFwZVeZKzUjoiF0Cx2JxfEg.PNG/p_858c5843210349fabf915e9f01d1967f.png?cors=w_production_301775,KREAM,https://kream.co.kr/products/784908
루이비통 1A9GEG 니고 크레이지 믹스 데님 워크웨어 자켓 블랙,Louis Vuitton Vintage,긴소매셔츠,2813200,1,1.0,https://kream-phinf.pstatic.net/MjAyNjAyMDRfMjk5/MDAxNzcwMTgzMTgzMzgw.o3SRE7GRe4EkoyjHYiA2WLNsHkl_r3yBb7b6LcV85Mwg.yCospaU9GdRA2_60LT-f6v7tzlJ8ET_IqJ3Q8E1IkmQg.PNG/p_1b04524aa3b84d07a76e67dd6851dc48.png?cors=w_production_301775,KREAM,https://kream.co.kr/products/783933
언더마이카 앤티크 로즈 핀 재패니즈 패브릭 글렌 체크 셔츠 모카 블루,Undermycar,긴소매셔츠,199000,0,2.0,https://kream-phinf.pstatic.net/MjAyNjAyMTJfMTgy/MDAxNzcwODgzNjYxNDM4.9gD-uVZAmlZwIqSCJhp2n-KKerLEKkr4Ks2TZQFEurUg.PtRn3tdLhOa_nKboFNek2xC2q5iJdCop5bLOjK-Nzh0g.PNG/p_88bfe105da5940f9a9a44bba30fe18e5.png?cors=w_production_301775,KREAM,https://kream.co.kr/products/782459
셀린느 2C028329M 체크 롱슬리브 남성 셔츠aa59773,Celine Vintage,긴소매셔츠,443000,0,,https://kream-phinf.pstatic.net/MjAyNjAyMDNfMTkx/MDAxNzcwMDkzNTM4NTM1.g0w3hEXZ0Yl-tHDkaLraV7ZGww_-poDRfBTKJj4tJggg.VTq6iCn7KtaFB0Z6Ps0ZYL4EOXfVd1UUVmqfb1x6qmgg.PNG/p_bbdc29d180f54f1989a2bd682b0427aa.png?cors=w_production_301775,KREAM,https://kream.co.kr/products/781814
디올 433C529I7880 옴므 뉴웨이브 코튼 포플린 남성 셔츠aa59776,Dior Vintage,긴소매셔츠,368000,0,,https://kream-phinf.pstatic.net/MjAyNjAyMDNfMjcw/MDAxNzcwMDgzNDIyNTM1.PTqq-Xh6Fj3EzYYj9pxA39JRShDYuunPDUDJBAxBh3gg.B-DmGKVisJNZsIjI40sfxucV3ALFROb0VYAxFAAwhegg.PNG/p_f1bd4c46e7fc45b297ec22b6b5a9bc50.png?cors=w_production_301775,KREAM,https://kream.co.kr/products/781517
밀로 아카이브 코젤 워시드 체크 셔츠 워시드 차콜,Millo Archive,긴소매셔츠,86400,20,1.0,https://kream-phinf.pstatic.net/MjAyNjAyMDVfMjA5/MDAxNzcwMjU4MjE5MzQ1.38FwHI5QBtjFNxdjEqJdLqI0EvzcPdAbOVbKtmbTbkkg.R2pckM-qoN933XkuUba1KcAO_iZa1glk7PxcuMSKf5Yg.PNG/p_2c6302afb462449985941e1cbf0fc3aa.png?cors=w_production_301775,KREAM,https://kream.co.kr/products/781003
밀로 아카이브 코젤 워시드 체크 셔츠 워시드 브라운,Millo Archive,긴소매셔츠,86400,20,,https://kream-phinf.pstatic.net/MjAyNjAyMDVfMTEx/MDAxNzcwMjU4MjA5MjU1.7F7CU_b09S9XfCj4nMDTnUrrrttINsgWHxr6DX-2CPQg.JJEH3LWb0899GpM9fV0AigZIZzxCkvJEh4NLp-Ouo1gg.PNG/p_c3cec85c18554f758cd8be8f8d9d0486.png?cors=w_production_301775,KREAM,https://kream.co.kr/products/781002
밀로 아카이브 코젤 워시드 체크 셔츠 워시드 블랙,Millo Archive,긴소매셔츠,86400,20,,https://kream-phinf.pstatic.net/MjAyNjAyMDVfMjIw/MDAxNzcwMjU4MTk5MDM5.uIoclzy-qlyJlcTdboobCGPalRbklAGyecPjIsNhrd8g.f-sYUhTwDgIdIL1ZNXxjKVm8yhvPrVUTW1kQSBOpiIcg.PNG/p_489fbf5b71ca458086b0d588c7d437f8.png?cors=w_production_301775,KREAM,https://kream.co.kr/products/781001
밀로 아카이브 리나르 스트라이프 셔츠 스트라이프 그레이,Millo Archive,긴소매셔츠,86400,20,2.0,https://kream-phinf.pstatic.net/MjAyNjAyMDVfNTUg/MDAxNzcwMjU4MTI2MzY1.Jx_OrEX9xvOwNoVeIm_sy3mfkIervyUy865hFT4dLCwg.ffkUeAhSV4aeQV-J0et8zpLIjM98WId1Z-H6FHx917kg.PNG/p_b2632b7210c1475393a8f6a3d06e0796.png?cors=w_production_301775,KREAM,https://kream.co.kr/products/780998
무센트 단트 체크 긴팔 셔츠 남녀공용 차콜,MUCENT,긴소매셔츠,54900,29,,https://kream-phinf.pstatic.net/MjAyNjAxMDZfMTkg/MDAxNzY3NjY0NDEzMTU4.Y6mKLNtzAWTYsmFwuBBzPMlWkFV5Zva90Dx5_Bx34Xgg.Z_BzuglJMvcdWtwOJ40UpV-Th_kZifFU5MhFyjuhldsg.PNG/p_703a3ec313cc46e6a987dee107be5d3d.png?cors=w_production_301775,KREAM,https://kream.co.kr/products/779608
나체 우먼 아웃 인 레이어드 셔츠 라이트 블루 - 26SS,Nache,긴소매셔츠,110400,20,2.0,https://kream-phinf.pstatic.net/MjAyNjAyMDVfMTM5/MDAxNzcwMjcxNDE3Nzcy.dutJMBSQtPbeiU34yZvX5cYOiUorX-NdOGhNKoMZUtcg.8_GX2zV546Jd-2uAOonBs2Db8P8H10Hgg4V7suEfBjYg.PNG/p_c8419f5df41a440facb29ccaa15f1b35.png?cors=w_production_301775,KREAM,https://kream.co.kr/products/778914
나체 우먼 아웃 인 레이어드 셔츠 아이보리 - 26SS,Nache,긴소매셔츠,110400,20,,https://kream-phinf.pstatic.net/MjAyNjAyMDVfMjAw/MDAxNzcwMjcxMzg5MjM0.jRTyXN8B-DojPsN_HhtrHb47zA7qmyoFHZ9qFXU9CX4g.BxR95-FreuZyBK3LrBaOU3lcDO-PCFObRSMn8h7UezAg.PNG/p_9967f24a70d9416aa1f4cc6ac90c311b.png?cors=w_production_301775,KREAM,https://kream.co.kr/products/778913
밀로 우먼 섀도우 체크 오버사이즈 셔츠 에크루,MILLO WOMEN,긴소매셔츠,131100,5,,https://kream-phinf.pstatic.net/MjAyNjAxMjlfMTYz/MDAxNzY5Njk1MTM4OTc3.CzVL0IpXq6TF51Fou02ZibPtqtwwKWZ6yAhhrYK7D3Yg.DtHHkOFDTN-U3M8L7qNFqRBZeRtR1XTM7BMfFszM-tQg.PNG/p_9b0b0ebb06ba4231b61cfddeb4aa8518.png?cors=w_production_301775,KREAM,https://kream.co.kr/products/777274
밀로 우먼 텍스처 커브 스트랩 셔츠 아이보리,MILLO WOMEN,긴소매셔츠,102600,5,,https://kream-phinf.pstatic.net/MjAyNjAxMjlfMTE2/MDAxNzY5Njk1MTI0OTM1.x8s3k5GkVnA8eEfwVnsHcoSdSeCgzQNPtzdecsL9FO0g.z2BllFNu2UwO52D3kqElYFxsV1SjPpow3rKNFZxU9Rkg.PNG/p_f798ce59acf74a3a902bbb12df79cbc9.png?cors=w_production_301775,KREAM,https://kream.co.kr/products/777273
밀로 우먼 텍스처 커브 스트랩 셔츠 블랙,MILLO WOMEN,긴소매셔츠,102600,5,,https://kream-phinf.pstatic.net/MjAyNjAxMjlfOCAg/MDAxNzY5Njk1MTE5MDc2.7j5aBHwoTlYYba2ZOEg7ay8G_coVmbZVaAn6Nnldrzsg.VtOGe4YI8zJ7EOkT4byBV4DAZWVNZBqdK8Egtv1YhhIg.PNG/p_4de48f82587e49158a451210befb3539.png?cors=w_production_301775,KREAM,https://kream.co.kr/products/777272
발망 S4HT137C440 코튼 데님 하프 버튼 긴팔 여성 셔츠 자켓aa59379,BALMAIN Vintage,긴소매셔츠,243000,0,,https://kream-phinf.pstatic.net/MjAyNjAxMjhfMjEg/MDAxNzY5NTc3NzgyMjYy.3-PpeNt5-BqzvYSNksdMEVaxGc8dO2-wYAar7rCeHy4g.Qnz23wXrag1gASoU1uCH17X8uIPUC9KQSdLON_tS6vEg.PNG/p_96a77f9eee3a4a30b754474527769c1a.png?cors=w_production_301775,KREAM,https://kream.co.kr/products/774140
발렌시아가 스트라이프 셔츠 518068,Balenciaga Vintage,긴소매셔츠,262500,0,,https://kream-phinf.pstatic.net/MjAyNjAxMjdfNjMg/MDAxNzY5NTA1MjQ3MjE2.RYxqVfjV7KsuN0QUSR-E8IhQhRkaz0J68Jm3j45miFMg.Ltu5atAZkFflt59P7L2O7JZSVucZ2oN8eVA2wzDG9l0g.PNG/p_32024e5a93d34b0d975a16c8ad2e1099.png?cors=w_production_301775,KREAM,https://kream.co.kr/products/773007
버버리 빈티지 체크 스트레치 셔츠 8022284,Burberry Vintage,긴소매셔츠,367500,0,,https://kream-phinf.pstatic.net/MjAyNjAxMjdfMjE1/MDAxNzY5NTA0OTUzMzI3.e11JvTgLuWhj388m9LLpjKlwGZW4_dPBv4Z5mo3L13Ig.0t7-uksFd8TlEn1pS7Wx5xNliSeTKEPLTRNaGLD7bkEg.PNG/p_dc53e646c88a494db5be6a24f918fcd5.png?cors=w_production_301775,KREAM,https://kream.co.kr/products/772997
아조바이아조 카치온 롱 슬리브 유틸리티 셔츠 베이지,AJOBYAJO,긴소매셔츠,224000,0,,https://kream-phinf.pstatic.net/MjAyNjAxMjdfMjA4/MDAxNzY5NTA4NzcxNTEy.msUHO-mYa30Y0-MsssEr4oNOMZgLvlgKFtlQi5LBSrog.Dip3V2sROozT6lemIYhJ1foY45y9ZO9SnghETJF022Qg.PNG/p_4b5a80b5631a419485e3a6e025e8ca8d.png?cors=w_production_301775,KREAM,https://kream.co.kr/products/772944
아조바이아조 카치온 롱 슬리브 유틸리티 셔츠 블랙,AJOBYAJO,긴소매셔츠,224000,0,,https://kream-phinf.pstatic.net/MjAyNjAxMjdfMjQ5/MDAxNzY5NTA4NzIzMjU3.IalKDFQxCX6Raf__8wy2U0Nb8Nn2GHxHxCFPudHRDE8g.wlvCDO1gbk0WnVvBoHYuJHcdgKrIgjRyxUsOUvG_NtQg.PNG/p_d0684724b6a54e439c6fba91f3a16ed3.png?cors=w_production_301775,KREAM,https://kream.co.kr/products/772943
인센스 맥시 핏 빈티지 플란넬 셔츠,INSSENSE,긴소매셔츠,149000,0,,https://kream-phinf.pstatic.net/MjAyNjAxMjdfMTM3/MDAxNzY5NTAyNzU3Mjcz.4otlonOZHVcyR4snwr5e1r9WzK7nISmXvYJaqNNkWXgg.Wt2CR6lSMGKTa8Dt2w8r-e12OudADWH7PycmSir7uZsg.PNG/p_14c791945ac24abbaf3e458796d57c01.png?cors=w_production_301775,KREAM,https://kream.co.kr/products/772838
큐티에잇 가먼츠 러스틱 코어 플란넬 체크 셔츠 핑크,QT8 GARMENTS,긴소매셔츠,80100,10,2.0,https://kream-phinf.pstatic.net/MjAyNjAxMjdfMjk2/MDAxNzY5NTAzNDU4Mzg1.sAVmNPpzrHILkiolqQ9sswk717VBJHUq2hIoDs_mwfEg.n1TlbjdUSq2EW9l9QNN_aQl8ru_bhyXdLadlj8bAGQ8g.PNG/p_15750539acad44b7b3eabff971bece19.png?cors=w_production_301775,KREAM,https://kream.co.kr/products/772833
큐티에잇 가먼츠 러스틱 코어 플란넬 체크 셔츠 베이지,QT8 GARMENTS,긴소매셔츠,80100,10,3.0,https://kream-phinf.pstatic.net/MjAyNjAxMjdfMjM1/MDAxNzY5NTAzMTY4MTA0.jfs5IczClDiELPZf5aFyUcP9KohcHPXtd18oeIBVyyog.cB34ao-uoz1-PcGV5DG6CNbRZHyHDVHxlH8cxPwNnoEg.PNG/p_3fee8fdb7b904d2d96b4601e22eb79c2.png?cors=w_production_301775,KREAM,https://kream.co.kr/products/772831
무센트 아비안 커브드 슬림 핏 체크 셔츠 네이비,MUCENT,긴소매셔츠,99900,0,,https://kream-phinf.pstatic.net/MjAyNjAxMjdfMjIg/MDAxNzY5NDk4ODc1MzY4.6WcA3PQGy-kWFyqPWEnnfMUGjVyTM0w-C5d36FrVl_og.m7ONxcY9fbAbf3GCepg44XmOpEKcFGY_pVT8BNShc-8g.PNG/p_f5e6062bc3f942c594d55f1bbc9aa000.png?cors=w_production_301775,KREAM,https://kream.co.kr/products/772641
세터 워시드 데님 셔츠 옐로우,SATUR,긴소매셔츠,104300,30,,https://kream-phinf.pstatic.net/MjAyNjAxMjhfOTQg/MDAxNzY5NTgyNzkwNjgz.W3UX_L_9VQiVSWSkc4IHbxkFageZGhjyM-3XnjIda-8g.8NZtKi_tjL3ojMyNFgeO8EN87NCG6xblv3_HMad8f7Mg.PNG/p_c90e8bb51d0c4a7b8055b83bd84f5685.png?cors=w_production_301775,KREAM,https://kream.co.kr/products/772241
세터 워시드 데님 셔츠 블루,SATUR,긴소매셔츠,104300,30,,https://kream-phinf.pstatic.net/MjAyNjAxMjhfNzIg/MDAxNzY5NTgyODU0NjAy.1d-P8tA13ItVKUrcyihXYniVei06bgIkk9TPH-U1x1Ug.8FWYn9pp5apkDwunydkynZ4npwPmVJIkI9-8gGciTHMg.PNG/p_972092d842b549a8a23bf3b86c2c9e85.png?cors=w_production_301775,KREAM,https://kream.co.kr/products/772240
송지오 옴므 오리진 파리 데님 셔츠 블랙,SONGZIO,긴소매셔츠,464500,5,,https://kream-phinf.pstatic.net/MjAyNjAzMDVfMjE4/MDAxNzcyNzA1MTg3NTc3.yidLbIUk5IF32A2K91xDD2ZoecSQzeoacKpMVOEEBbgg.jo6unsGDkr62T-koPXz9UyHA3oE7eY5kpkApN_8_kVMg.PNG/p_5bbfdced926e4cf4a68e99763f14378b.png?cors=w_production_301775,KREAM,https://kream.co.kr/products/772065
송지오 옴므 오리진 파리 데님 셔츠 라이트 블루,SONGZIO,긴소매셔츠,464500,5,,https://kream-phinf.pstatic.net/MjAyNjAzMDVfMTgz/MDAxNzcyNzA1MTUwNzE0.A_tWaKGpcVO7QQB8-HrS12bVSG_Abb5Noo-Q95wzTsAg.OeC0UmoKbjt7sggUoQ1i8RL3saFqhJ9bVXEUgAAvQC8g.PNG/p_12c46e386f734b41bbce1c92c20a1905.png?cors=w_production_301775,KREAM,https://kream.co.kr/products/772063
송지오 지제로 클래식 팬서 셔츠 블랙,SONGZIO,긴소매셔츠,331500,5,,https://kream-phinf.pstatic.net/MjAyNjAzMDVfNjEg/MDAxNzcyNzA0NzgwNjYw.txL31YcdZ1FRdpPEYNg7MiYKnV71tQ0J3ozOV5FHnKgg.Yumqw6XjcH3_7AdzqgLx8dqgpYP2BXRBr3_aXoWEJkkg.PNG/p_8d629f4b0df94624ac49cf7bd2370e0c.png?cors=w_production_301775,KREAM,https://kream.co.kr/products/772036
송지오 지제로 클래식 팬서 셔츠 화이트,SONGZIO,긴소매셔츠,331500,5,,https://kream-phinf.pstatic.net/MjAyNjAzMDVfMjMx/MDAxNzcyNzA0ODEzMDU3.8tZrxBZe5tjk0xIzGcIOTgfQOPgO6tMoXbL02AKV-0kg.KTVpHi1Gwbeyf8na6I5X5iZ-R7W-XBPF5jXnnDz8rUog.PNG/p_d4b125e935044917bfb6f280f9b6347d.png?cors=w_production_301775,KREAM,https://kream.co.kr/products/772035
